subject_1,subject_2,measure,correlation
sub-078,sub-053,RRT,0.011312765526363112
sub-078,sub-075,RRT,0.06507511553376435
sub-078,sub-060,RRT,0.12496206664357341
sub-078,sub-103,RRT,0.13700439479090917
sub-078,sub-105,RRT,0.1326330410029322
sub-078,sub-064,RRT,0.04552197815007954
sub-078,sub-010,RRT,-0.013077611579696266
sub-078,sub-034,RRT,0.0487981907454656
sub-078,sub-002,RRT,0.07129727376773887
sub-078,sub-085,RRT,0.13980212726180755
sub-078,sub-021,RRT,0.009252847628214848
sub-078,sub-096,RRT,0.10995536346880078
sub-078,sub-027,RRT,0.06749941339013704
sub-078,sub-006,RRT,0.08344045364467212
sub-078,sub-066,RRT,0.06397380486296791
sub-078,sub-101,RRT,0.15742408861855833
sub-078,sub-042,RRT,0.1762130567221833
sub-078,sub-003,RRT,0.2167368416950767
sub-078,sub-107,RRT,0.06603809294208354
sub-078,sub-098,RRT,0.03997996099017447
sub-078,sub-086,RRT,-0.057057806777931375
sub-078,sub-013,RRT,0.0877134971483258
sub-078,sub-068,RRT,0.08647834271459662
sub-046,sub-097,RRT,0.065505980607956
sub-046,sub-079,RRT,0.1467179107574076
sub-046,sub-028,RRT,0.11153946521512137
sub-046,sub-089,RRT,0.13642817871826846
sub-046,sub-109,RRT,-0.005590001378911314
sub-046,sub-070,RRT,-0.042168670470384424
sub-046,sub-111,RRT,0.10481065415857359
sub-046,sub-073,RRT,0.07336814672344646
sub-046,sub-001,RRT,0.15805043645485778
sub-046,sub-095,RRT,0.1457467841486486
sub-046,sub-012,RRT,0.09416084979274622
sub-046,sub-052,RRT,0.07264992075517027
sub-046,sub-094,RRT,0.0440065223454691
sub-046,sub-088,RRT,0.1438441653909214
sub-046,sub-044,RRT,0.13232351114281865
sub-046,sub-009,RRT,0.15029125783130454
sub-046,sub-041,RRT,0.1406817116685556
sub-046,sub-024,RRT,-0.0708178124534553
sub-046,sub-016,RRT,0.10553509838910252
sub-046,sub-112,RRT,0.021820007727077432
sub-046,sub-058,RRT,0.1206548195463952
sub-046,sub-018,RRT,-0.05998950845240969
sub-046,sub-048,RRT,0.1271422880170589
sub-046,sub-087,RRT,0.09640044221882205
sub-046,sub-091,RRT,0.20979487398363386
sub-046,sub-083,RRT,0.060294794891735344
sub-046,sub-065,RRT,0.1299743621552445
sub-046,sub-077,RRT,0.029886680523020813
sub-046,sub-039,RRT,0.09763212764444194
sub-046,sub-053,RRT,0.0411086742962664
sub-046,sub-075,RRT,0.0667123610791235
sub-046,sub-060,RRT,0.09969648619867794
sub-046,sub-103,RRT,0.11286536248459829
sub-046,sub-105,RRT,0.0877527401959608
sub-046,sub-064,RRT,0.043148074330564924
sub-046,sub-010,RRT,0.006238846367265063
sub-046,sub-034,RRT,-0.008184908161356095
sub-046,sub-002,RRT,0.06660077631627766
sub-046,sub-085,RRT,0.1270988663345067
sub-046,sub-021,RRT,0.017447285448552733
sub-046,sub-096,RRT,0.04236196148333739
sub-046,sub-027,RRT,0.016922906734702224
sub-046,sub-006,RRT,0.14961334687809
sub-046,sub-066,RRT,0.09279126185126219
sub-046,sub-101,RRT,0.008076263870753043
sub-046,sub-042,RRT,0.09469924653208205
sub-046,sub-003,RRT,0.03153832368943251
sub-046,sub-107,RRT,0.05857562025972172
sub-046,sub-098,RRT,0.09548148093870197
sub-046,sub-086,RRT,-0.022942716402797613
sub-046,sub-013,RRT,0.15268827329359935
sub-046,sub-068,RRT,0.04376607220660428
sub-097,sub-079,RRT,0.10657192530957417
sub-097,sub-028,RRT,0.23825733586564918
sub-097,sub-089,RRT,0.07102017084094175
sub-097,sub-109,RRT,0.17258805252233114
sub-097,sub-070,RRT,0.2308576286457121
sub-097,sub-111,RRT,0.1492818835858603
sub-097,sub-073,RRT,0.04974028508803764
sub-097,sub-001,RRT,0.05004968006698606
sub-097,sub-095,RRT,0.23783452540815778
sub-097,sub-012,RRT,0.06124591487788797
sub-097,sub-052,RRT,0.12856986979012727
sub-097,sub-094,RRT,0.1349614017099624
sub-097,sub-088,RRT,0.049776502378500107
sub-097,sub-044,RRT,0.019485304610441012
sub-097,sub-009,RRT,0.0878369482202316
sub-097,sub-041,RRT,0.09571490155284534
sub-097,sub-024,RRT,0.283588161828787
sub-097,sub-016,RRT,0.13656741632710037
sub-097,sub-112,RRT,0.10812636356386747
sub-097,sub-058,RRT,0.08175031696387176
sub-097,sub-018,RRT,0.05160840549198834
sub-097,sub-048,RRT,0.08339372255917059
sub-097,sub-087,RRT,0.2139407543584155
sub-097,sub-091,RRT,0.07600426115447657
sub-097,sub-083,RRT,0.24993303351201446
sub-097,sub-065,RRT,0.08236396764783349
sub-097,sub-077,RRT,0.199348550119782
sub-097,sub-039,RRT,-0.016414829263862434
sub-097,sub-053,RRT,0.08492987106893543
sub-097,sub-075,RRT,0.23435468730358555
sub-097,sub-060,RRT,0.17805915842006828
sub-097,sub-103,RRT,0.15805406745695896
sub-097,sub-105,RRT,0.03476019401052502
sub-097,sub-064,RRT,0.1176806189639214
sub-097,sub-010,RRT,0.022546810603514458
sub-097,sub-034,RRT,0.2243146992420939
sub-097,sub-002,RRT,0.11140083228293342
sub-097,sub-085,RRT,0.15641774264423627
sub-097,sub-021,RRT,0.0266799003538274
sub-097,sub-096,RRT,0.05729969634154484
sub-097,sub-027,RRT,0.10074554204750025
sub-097,sub-006,RRT,0.05095137611045109
sub-097,sub-066,RRT,0.04132405406619718
sub-097,sub-101,RRT,0.17300690109742875
sub-097,sub-042,RRT,0.22007586760277834
sub-097,sub-003,RRT,0.1116770156473635
sub-097,sub-107,RRT,0.1167004867040748
sub-097,sub-098,RRT,0.06978665176311227
sub-097,sub-086,RRT,0.13415649831953744
sub-097,sub-013,RRT,0.114389319472546
sub-097,sub-068,RRT,0.1304212941911228
sub-079,sub-028,RRT,0.07233222024953366
sub-079,sub-089,RRT,0.04268677350430199
sub-079,sub-109,RRT,-0.08634537816737387
sub-079,sub-070,RRT,0.10794067157573169
sub-079,sub-111,RRT,0.08193821289727725
sub-079,sub-073,RRT,0.045594410843505385
sub-079,sub-001,RRT,0.09221781600282035
sub-079,sub-095,RRT,0.18359712997731842
sub-079,sub-012,RRT,-0.01911390866712069
sub-079,sub-052,RRT,0.1575828462442593
sub-079,sub-094,RRT,0.04891347271842796
sub-079,sub-088,RRT,0.11245834551938988
sub-079,sub-044,RRT,0.19080613833523732
sub-079,sub-009,RRT,0.18704399122746265
sub-079,sub-041,RRT,0.1129984174155875
sub-079,sub-024,RRT,0.05583903180722593
sub-079,sub-016,RRT,0.20893880819068253
sub-079,sub-112,RRT,-0.020040681735610372
sub-079,sub-058,RRT,0.15679453261619902
sub-079,sub-018,RRT,-0.06645480848728727
sub-079,sub-048,RRT,0.08407084421011576
sub-079,sub-087,RRT,0.09815329085023598
sub-079,sub-091,RRT,0.2388860314997178
sub-079,sub-083,RRT,0.10330050368721748
sub-079,sub-065,RRT,0.09985193697830363
sub-079,sub-077,RRT,0.04504865192879492
sub-079,sub-039,RRT,-0.00685127340416145
sub-079,sub-053,RRT,0.08494354166100763
sub-079,sub-075,RRT,0.0634967333357913
sub-079,sub-060,RRT,0.059694558329373405
sub-079,sub-103,RRT,0.01972836323850897
sub-079,sub-105,RRT,0.10757293649801969
sub-079,sub-064,RRT,0.07050076497101358
sub-079,sub-010,RRT,-0.014215021597651634
sub-079,sub-034,RRT,0.13229863440133421
sub-079,sub-002,RRT,-0.0031330623181109315
sub-079,sub-085,RRT,0.07786364525814743
sub-079,sub-021,RRT,-0.039793556544625686
sub-079,sub-096,RRT,0.01750853582461585
sub-079,sub-027,RRT,-0.016586646474705303
sub-079,sub-006,RRT,0.10485049233797054
sub-079,sub-066,RRT,0.0300474790191633
sub-079,sub-101,RRT,0.08936337661791519
sub-079,sub-042,RRT,0.1561277802010773
sub-079,sub-003,RRT,0.01930877711544471
sub-079,sub-107,RRT,0.1280136375319755
sub-079,sub-098,RRT,0.23844442155762083
sub-079,sub-086,RRT,-0.012921897813808696
sub-079,sub-013,RRT,0.0647845266229321
sub-079,sub-068,RRT,0.08907663826018439
sub-028,sub-089,RRT,0.02769844717909615
sub-028,sub-109,RRT,0.0934358621839867
sub-028,sub-070,RRT,0.0310801735790584
sub-028,sub-111,RRT,0.0720347791748164
sub-028,sub-073,RRT,0.05010974203343389
sub-028,sub-001,RRT,0.16179557261675714
sub-028,sub-095,RRT,0.18103977538308672
sub-028,sub-012,RRT,0.07794874820299078
sub-028,sub-052,RRT,0.07841187359559862
sub-028,sub-094,RRT,0.13464576093452554
sub-028,sub-088,RRT,0.08243017596220352
sub-028,sub-044,RRT,0.027478004052908882
sub-028,sub-009,RRT,0.044262149778654884
sub-028,sub-041,RRT,0.0898649339251603
sub-028,sub-024,RRT,0.12938028155683515
sub-028,sub-016,RRT,-0.033539097797045815
sub-028,sub-112,RRT,0.13540260076999686
sub-028,sub-058,RRT,0.19826745297225762
sub-028,sub-018,RRT,0.12005826590825353
sub-028,sub-048,RRT,0.09483423819002204
sub-028,sub-087,RRT,0.21649610047925405
sub-028,sub-091,RRT,0.12496847232631539
sub-028,sub-083,RRT,0.09941948960411512
sub-028,sub-065,RRT,0.05950927561023418
sub-028,sub-077,RRT,0.17413357936956733
sub-028,sub-039,RRT,-0.01076559602541542
sub-028,sub-053,RRT,0.07698396796962137
sub-028,sub-075,RRT,0.2497986043160035
sub-028,sub-060,RRT,0.22540455680499988
sub-028,sub-103,RRT,0.12806663056303189
sub-028,sub-105,RRT,0.12131338534217544
sub-028,sub-064,RRT,0.18049374576772634
sub-028,sub-010,RRT,0.15707407379833707
sub-028,sub-034,RRT,0.13538684815805316
sub-028,sub-002,RRT,0.13827676435021508
sub-028,sub-085,RRT,0.12358096275453362
sub-028,sub-021,RRT,0.011005780711272763
sub-028,sub-096,RRT,0.06224781317517467
sub-028,sub-027,RRT,0.12711321820022972
sub-028,sub-006,RRT,0.06775013013085747
sub-028,sub-066,RRT,0.017017540543068994
sub-028,sub-101,RRT,0.10961678702106506
sub-028,sub-042,RRT,0.10794301309107412
sub-028,sub-003,RRT,0.059218772831555674
sub-028,sub-107,RRT,0.11808948565886931
sub-028,sub-098,RRT,0.06801265813783469
sub-028,sub-086,RRT,0.031005503212296788
sub-028,sub-013,RRT,0.107725104542481
sub-028,sub-068,RRT,0.07068298505464456
sub-089,sub-109,RRT,-0.05907674530960463
sub-089,sub-070,RRT,0.014122822168943693
sub-089,sub-111,RRT,0.05530811928251036
sub-089,sub-073,RRT,0.004929061737900449
sub-089,sub-001,RRT,0.05547808630735889
sub-089,sub-095,RRT,0.05178043860213734
sub-089,sub-012,RRT,-0.02049982831861662
sub-089,sub-052,RRT,0.060446636118924084
sub-089,sub-094,RRT,0.049478688462589585
sub-089,sub-088,RRT,0.015455965137485062
sub-089,sub-044,RRT,-0.0022689208468604357
sub-089,sub-009,RRT,0.12984369674917703
sub-089,sub-041,RRT,0.0856086144858102
sub-089,sub-024,RRT,-0.017423468385209303
sub-089,sub-016,RRT,0.06370715262487936
sub-089,sub-112,RRT,0.06041837229787653
sub-089,sub-058,RRT,0.10446986378313897
sub-089,sub-018,RRT,-0.016347764551329
sub-089,sub-048,RRT,0.02508646206491567
sub-089,sub-087,RRT,0.03258129810389732
sub-089,sub-091,RRT,0.16022217246759934
sub-089,sub-083,RRT,0.08123426743701681
sub-089,sub-065,RRT,-0.0015115751898842089
sub-089,sub-077,RRT,0.07369323577215695
sub-089,sub-039,RRT,0.08363884310151239
sub-089,sub-053,RRT,0.03521821509196275
sub-089,sub-075,RRT,0.03436281237872087
sub-089,sub-060,RRT,0.02896170337441812
sub-089,sub-103,RRT,0.05074552369815554
sub-089,sub-105,RRT,0.02460623434878531
sub-089,sub-064,RRT,0.031152337750649496
sub-089,sub-010,RRT,0.07189934016397334
sub-089,sub-034,RRT,-0.050312088597604096
sub-089,sub-002,RRT,0.019246336336949586
sub-089,sub-085,RRT,0.038722890945499966
sub-089,sub-021,RRT,-0.01742319764253503
sub-089,sub-096,RRT,0.017350297913705574
sub-089,sub-027,RRT,-0.06702848058959675
sub-089,sub-006,RRT,0.07180260421332793
sub-089,sub-066,RRT,0.09969769120425286
sub-089,sub-101,RRT,0.07472160534059737
sub-089,sub-042,RRT,0.06855138624205778
sub-089,sub-003,RRT,0.07766466442831828
sub-089,sub-107,RRT,0.023035730202200694
sub-089,sub-098,RRT,0.008536467874850982
sub-089,sub-086,RRT,0.04753224679950681
sub-089,sub-013,RRT,-0.007238182267082163
sub-089,sub-068,RRT,0.05465364884389555
sub-109,sub-070,RRT,-0.07314076838376259
sub-109,sub-111,RRT,0.1817744332211213
sub-109,sub-073,RRT,-0.012467690833973095
sub-109,sub-001,RRT,0.05880148793463885
sub-109,sub-095,RRT,0.05823472906561372
sub-109,sub-012,RRT,0.022367702348864427
sub-109,sub-052,RRT,0.01470705138039124
sub-109,sub-094,RRT,0.11746832536948229
sub-109,sub-088,RRT,-0.04365782422115982
sub-109,sub-044,RRT,0.02318648280228663
sub-109,sub-009,RRT,0.025167939511655246
sub-109,sub-041,RRT,0.057254485492536734
sub-109,sub-024,RRT,-0.03639127281256009
sub-109,sub-016,RRT,-0.06521791528033623
sub-109,sub-112,RRT,0.1165776007712276
sub-109,sub-058,RRT,-0.004271299765799934
sub-109,sub-018,RRT,0.21013590180477348
sub-109,sub-048,RRT,-0.041246659324993815
sub-109,sub-087,RRT,0.02173854288324495
sub-109,sub-091,RRT,-0.1130875639318457
sub-109,sub-083,RRT,0.0364554486068946
sub-109,sub-065,RRT,0.05384217803261454
sub-109,sub-077,RRT,0.10780042801431182
sub-109,sub-039,RRT,0.04113121470096095
sub-109,sub-053,RRT,0.01275180592731518
sub-109,sub-075,RRT,0.059676256759785044
sub-109,sub-060,RRT,0.19104896304476143
sub-109,sub-103,RRT,0.1018040151233587
sub-109,sub-105,RRT,-0.018329332057274772
sub-109,sub-064,RRT,-0.0049100897588005964
sub-109,sub-010,RRT,-0.021464542849362427
sub-109,sub-034,RRT,0.07188681720587542
sub-109,sub-002,RRT,0.2796013912443079
sub-109,sub-085,RRT,-0.011206282724416068
sub-109,sub-021,RRT,0.05492963589733782
sub-109,sub-096,RRT,-0.0332884891980142
sub-109,sub-027,RRT,0.3032439665841639
sub-109,sub-006,RRT,0.030645545233031497
sub-109,sub-066,RRT,-0.018201655783676447
sub-109,sub-101,RRT,0.13367300960591022
sub-109,sub-042,RRT,0.05590002064926146
sub-109,sub-003,RRT,0.030443440242340455
sub-109,sub-107,RRT,0.011713279590824735
sub-109,sub-098,RRT,-0.009582505384080908
sub-109,sub-086,RRT,-0.049844144336867596
sub-109,sub-013,RRT,0.0019298786318920921
sub-109,sub-068,RRT,0.07645002069250746
sub-070,sub-111,RRT,0.017136773063324597
sub-070,sub-073,RRT,0.04135344535408921
sub-070,sub-001,RRT,0.017609869311254755
sub-070,sub-095,RRT,0.1310524315673834
sub-070,sub-012,RRT,0.055176548693192766
sub-070,sub-052,RRT,0.03748521185842226
sub-070,sub-094,RRT,0.04385399522095827
sub-070,sub-088,RRT,0.0875814479334306
sub-070,sub-044,RRT,-0.0038869514452482034
sub-070,sub-009,RRT,0.08713164152798954
sub-070,sub-041,RRT,7.285051860549132e-05
sub-070,sub-024,RRT,0.2516104757162167
sub-070,sub-016,RRT,0.1128698879539299
sub-070,sub-112,RRT,0.049258736437837077
sub-070,sub-058,RRT,-0.04941648206330713
sub-070,sub-018,RRT,0.028582668911370932
sub-070,sub-048,RRT,-0.011505725588388723
sub-070,sub-087,RRT,0.0566402257118396
sub-070,sub-091,RRT,0.11361489078816694
sub-070,sub-083,RRT,0.08568255823692128
sub-070,sub-065,RRT,0.008642009432132081
sub-070,sub-077,RRT,0.0715752668497451
sub-070,sub-039,RRT,-0.11863738758046709
sub-070,sub-053,RRT,-0.009621741303664815
sub-070,sub-075,RRT,0.1536334906299909
sub-070,sub-060,RRT,-0.028148362133062235
sub-070,sub-103,RRT,0.015675858686562655
sub-070,sub-105,RRT,0.02983092755780761
sub-070,sub-064,RRT,0.15767576615520443
sub-070,sub-010,RRT,-0.0347536171585165
sub-070,sub-034,RRT,0.1754773328931382
sub-070,sub-002,RRT,-0.002596973445242554
sub-070,sub-085,RRT,0.01165075663880602
sub-070,sub-021,RRT,-0.008241851698913887
sub-070,sub-096,RRT,0.07551333143354771
sub-070,sub-027,RRT,-0.03532251646368908
sub-070,sub-006,RRT,0.0134133502768586
sub-070,sub-066,RRT,-0.10072416565326595
sub-070,sub-101,RRT,0.06993749413512927
sub-070,sub-042,RRT,0.16865094113782486
sub-070,sub-003,RRT,-0.016374505507062747
sub-070,sub-107,RRT,0.06791014666007889
sub-070,sub-098,RRT,-0.04088198691149002
sub-070,sub-086,RRT,0.04876159257785626
sub-070,sub-013,RRT,0.09913759725917506
sub-070,sub-068,RRT,-0.051823476011838544
sub-111,sub-073,RRT,0.037424781437019036
sub-111,sub-001,RRT,0.034826868631524614
sub-111,sub-095,RRT,0.12665502748677343
sub-111,sub-012,RRT,-0.00540785304666033
sub-111,sub-052,RRT,0.030017169957780195
sub-111,sub-094,RRT,0.07531974388591178
sub-111,sub-088,RRT,0.02361790861022776
sub-111,sub-044,RRT,-0.04000739626590679
sub-111,sub-009,RRT,0.050882028618757055
sub-111,sub-041,RRT,0.06840951168212879
sub-111,sub-024,RRT,-0.02806412853868112
sub-111,sub-016,RRT,0.04555973886798168
sub-111,sub-112,RRT,0.0466188011582689
sub-111,sub-058,RRT,0.014393125884265829
sub-111,sub-018,RRT,0.08284603137075278
sub-111,sub-048,RRT,0.01732533408688053
sub-111,sub-087,RRT,0.06633532729343276
sub-111,sub-091,RRT,0.05743147474182588
sub-111,sub-083,RRT,0.05824353028422566
sub-111,sub-065,RRT,0.12397077766889039
sub-111,sub-077,RRT,0.07961642534585255
sub-111,sub-039,RRT,0.02475294520167649
sub-111,sub-053,RRT,0.054368543087906715
sub-111,sub-075,RRT,0.07200117007080044
sub-111,sub-060,RRT,0.08777142479314635
sub-111,sub-103,RRT,0.20206827722445453
sub-111,sub-105,RRT,0.08349763861689853
sub-111,sub-064,RRT,-0.040271322748166485
sub-111,sub-010,RRT,0.05035997860832096
sub-111,sub-034,RRT,0.07720457858532456
sub-111,sub-002,RRT,0.21928942916461447
sub-111,sub-085,RRT,0.029673239344163913
sub-111,sub-021,RRT,0.004898178633660406
sub-111,sub-096,RRT,0.18094708426765388
sub-111,sub-027,RRT,0.15642309172484298
sub-111,sub-006,RRT,0.0006011370576425314
sub-111,sub-066,RRT,0.08199469262899571
sub-111,sub-101,RRT,0.18496987904650053
sub-111,sub-042,RRT,0.1108941212931703
sub-111,sub-003,RRT,0.07112860037958339
sub-111,sub-107,RRT,-0.012964138573448053
sub-111,sub-098,RRT,0.05549811750270672
sub-111,sub-086,RRT,-0.06672677853892654
sub-111,sub-013,RRT,0.03666386544804781
sub-111,sub-068,RRT,0.127166759658704
sub-073,sub-001,RRT,0.1939871277634227
sub-073,sub-095,RRT,0.15010267163718624
sub-073,sub-012,RRT,0.04599185262363119
sub-073,sub-052,RRT,0.10332024128196898
sub-073,sub-094,RRT,0.017152659431108906
sub-073,sub-088,RRT,0.09369841108692756
sub-073,sub-044,RRT,0.06926004487032543
sub-073,sub-009,RRT,0.15182527790751768
sub-073,sub-041,RRT,0.11806773743069042
sub-073,sub-024,RRT,0.026915936457585728
sub-073,sub-016,RRT,0.0864229927867392
sub-073,sub-112,RRT,0.005623416694688819
sub-073,sub-058,RRT,0.17099775417609564
sub-073,sub-018,RRT,0.025453220921940183
sub-073,sub-048,RRT,0.07139181001809368
sub-073,sub-087,RRT,0.0928496667781168
sub-073,sub-091,RRT,0.09755276297737576
sub-073,sub-083,RRT,0.11105933458182961
sub-073,sub-065,RRT,0.13385512348251696
sub-073,sub-077,RRT,0.18580088048746557
sub-073,sub-039,RRT,0.07326443115110928
sub-073,sub-053,RRT,0.0760689401697094
sub-073,sub-075,RRT,0.07284948830503163
sub-073,sub-060,RRT,0.13395311892024864
sub-073,sub-103,RRT,0.04910581837841719
sub-073,sub-105,RRT,0.08108235309808115
sub-073,sub-064,RRT,0.057454925825574335
sub-073,sub-010,RRT,0.05471015173152397
sub-073,sub-034,RRT,0.06724848677371963
sub-073,sub-002,RRT,0.047518030576060764
sub-073,sub-085,RRT,0.14509972101611984
sub-073,sub-021,RRT,0.017919061377024596
sub-073,sub-096,RRT,0.11001780470017848
sub-073,sub-027,RRT,0.01872210675616761
sub-073,sub-006,RRT,0.1097901745586458
sub-073,sub-066,RRT,0.09663354850289507
sub-073,sub-101,RRT,0.06745448780902757
sub-073,sub-042,RRT,0.08499302825300134
sub-073,sub-003,RRT,0.08033089622130836
sub-073,sub-107,RRT,0.10790979046652086
sub-073,sub-098,RRT,0.08193832710709087
sub-073,sub-086,RRT,0.055890587342818425
sub-073,sub-013,RRT,-0.04032368023140549
sub-073,sub-068,RRT,0.07453055542455303
sub-001,sub-095,RRT,0.12139793209311146
sub-001,sub-012,RRT,0.15488851890354716
sub-001,sub-052,RRT,0.0600817141731091
sub-001,sub-094,RRT,0.14640177278464622
sub-001,sub-088,RRT,0.08071098641705389
sub-001,sub-044,RRT,0.17622477634013198
sub-001,sub-009,RRT,0.1490008407068348
sub-001,sub-041,RRT,0.207761884646967
sub-001,sub-024,RRT,0.017780767777488892
sub-001,sub-016,RRT,0.06974152711472381
sub-001,sub-112,RRT,0.04505170566508253
sub-001,sub-058,RRT,0.2955574304940358
sub-001,sub-018,RRT,0.028246083837221315
sub-001,sub-048,RRT,0.1771180528114738
sub-001,sub-087,RRT,0.1768522238498448
sub-001,sub-091,RRT,0.09237323227786161
sub-001,sub-083,RRT,0.0994852455186735
sub-001,sub-065,RRT,0.12419361170665309
sub-001,sub-077,RRT,0.17892675442624686
sub-001,sub-039,RRT,0.23934605499098222
sub-001,sub-053,RRT,-0.008334180485468998
sub-001,sub-075,RRT,0.07954656390482827
sub-001,sub-060,RRT,0.07248235304126002
sub-001,sub-103,RRT,0.1742451213439714
sub-001,sub-105,RRT,0.12105830212025478
sub-001,sub-064,RRT,0.07933448815256296
sub-001,sub-010,RRT,0.001681736096500364
sub-001,sub-034,RRT,0.062399759353304295
sub-001,sub-002,RRT,0.12732924018510844
sub-001,sub-085,RRT,0.11613195569582284
sub-001,sub-021,RRT,0.03090726024434969
sub-001,sub-096,RRT,0.04491536085949076
sub-001,sub-027,RRT,0.08407890938057212
sub-001,sub-006,RRT,0.1186333476313588
sub-001,sub-066,RRT,0.02861945976676799
sub-001,sub-101,RRT,0.0425080956678153
sub-001,sub-042,RRT,0.11150536968483994
sub-001,sub-003,RRT,0.09571237181744185
sub-001,sub-107,RRT,0.12325366731979073
sub-001,sub-098,RRT,0.04896875650601079
sub-001,sub-086,RRT,-0.027355273224107957
sub-001,sub-013,RRT,0.011965793058795084
sub-001,sub-068,RRT,0.1468292827628692
sub-095,sub-012,RRT,0.14684077822728123
sub-095,sub-052,RRT,0.21368234911254672
sub-095,sub-094,RRT,0.13046937854210566
sub-095,sub-088,RRT,0.07074476497126238
sub-095,sub-044,RRT,0.10185225424649924
sub-095,sub-009,RRT,0.28665747890101173
sub-095,sub-041,RRT,0.12921680948422462
sub-095,sub-024,RRT,0.10858252347786353
sub-095,sub-016,RRT,0.17830789804925182
sub-095,sub-112,RRT,0.21309282410628755
sub-095,sub-058,RRT,0.16347636418043615
sub-095,sub-018,RRT,0.02159812386284555
sub-095,sub-048,RRT,0.13575612836377357
sub-095,sub-087,RRT,0.21204540880935713
sub-095,sub-091,RRT,0.3242532519869594
sub-095,sub-083,RRT,0.12179714010836953
sub-095,sub-065,RRT,0.1727386730482337
sub-095,sub-077,RRT,0.17075126929104753
sub-095,sub-039,RRT,0.09656595768654666
sub-095,sub-053,RRT,0.07541521239098893
sub-095,sub-075,RRT,0.08123829921774649
sub-095,sub-060,RRT,0.21109444275851882
sub-095,sub-103,RRT,0.196079335556334
sub-095,sub-105,RRT,0.026364536538231623
sub-095,sub-064,RRT,0.13564535150198462
sub-095,sub-010,RRT,0.050482952690812696
sub-095,sub-034,RRT,0.10422717751906685
sub-095,sub-002,RRT,0.08095896860967076
sub-095,sub-085,RRT,0.15555509427798014
sub-095,sub-021,RRT,0.10717043954380773
sub-095,sub-096,RRT,0.07794866887684108
sub-095,sub-027,RRT,0.06182773596988626
sub-095,sub-006,RRT,0.10427449055128007
sub-095,sub-066,RRT,0.007712652288350684
sub-095,sub-101,RRT,0.21350758401414838
sub-095,sub-042,RRT,0.24638499353494833
sub-095,sub-003,RRT,0.15198936922769204
sub-095,sub-107,RRT,0.055309251735885724
sub-095,sub-098,RRT,0.014696247707512928
sub-095,sub-086,RRT,-0.09024000306227743
sub-095,sub-013,RRT,0.225280081768681
sub-095,sub-068,RRT,0.06900463350104946
sub-012,sub-052,RRT,-0.0124791810179929
sub-012,sub-094,RRT,0.06918735164727761
sub-012,sub-088,RRT,-0.05153673606228173
sub-012,sub-044,RRT,0.08905912485810522
sub-012,sub-009,RRT,-0.01214985138092564
sub-012,sub-041,RRT,0.06542556297210664
sub-012,sub-024,RRT,0.011693227289145538
sub-012,sub-016,RRT,0.014572203265445033
sub-012,sub-112,RRT,0.027249457701151582
sub-012,sub-058,RRT,0.1316040256377831
sub-012,sub-018,RRT,0.09834856695460521
sub-012,sub-048,RRT,0.13290036415675113
sub-012,sub-087,RRT,0.21759615591875497
sub-012,sub-091,RRT,0.047297702056615355
sub-012,sub-083,RRT,0.09908244901795438
sub-012,sub-065,RRT,0.029629839231538908
sub-012,sub-077,RRT,0.07660657510691339
sub-012,sub-039,RRT,0.16277125626298614
sub-012,sub-053,RRT,0.05104418930124255
sub-012,sub-075,RRT,-0.03253023423389859
sub-012,sub-060,RRT,0.058331010790652386
sub-012,sub-103,RRT,0.04463939706078516
sub-012,sub-105,RRT,0.0029372465999997024
sub-012,sub-064,RRT,0.06675204613442222
sub-012,sub-010,RRT,-0.07556247935072632
sub-012,sub-034,RRT,0.049771683370118884
sub-012,sub-002,RRT,0.05996646443730297
sub-012,sub-085,RRT,-0.014160878825059635
sub-012,sub-021,RRT,0.0738978880182861
sub-012,sub-096,RRT,0.07286995613289819
sub-012,sub-027,RRT,0.07702696778185102
sub-012,sub-006,RRT,0.12386444900862417
sub-012,sub-066,RRT,0.0065484267927048605
sub-012,sub-101,RRT,0.035862076593552006
sub-012,sub-042,RRT,0.05781590328514505
sub-012,sub-003,RRT,0.03216792681468381
sub-012,sub-107,RRT,0.08055177025703758
sub-012,sub-098,RRT,-0.03837461429603815
sub-012,sub-086,RRT,0.02573494180507908
sub-012,sub-013,RRT,0.012813232242680274
sub-012,sub-068,RRT,-0.02530850616080213
sub-052,sub-094,RRT,0.1067030041042512
sub-052,sub-088,RRT,0.09705161205419105
sub-052,sub-044,RRT,-0.007298116046526496
sub-052,sub-009,RRT,0.17569763623015341
sub-052,sub-041,RRT,0.19475763479912783
sub-052,sub-024,RRT,0.06430905945893652
sub-052,sub-016,RRT,0.13758715054856108
sub-052,sub-112,RRT,0.16747267654403172
sub-052,sub-058,RRT,0.13748453262586227
sub-052,sub-018,RRT,0.006677898732272476
sub-052,sub-048,RRT,0.1222579704842188
sub-052,sub-087,RRT,-0.028645551114161342
sub-052,sub-091,RRT,0.20673544728569654
sub-052,sub-083,RRT,0.043850073086139245
sub-052,sub-065,RRT,0.08631726038168021
sub-052,sub-077,RRT,0.1851872650812423
sub-052,sub-039,RRT,0.021571267520870883
sub-052,sub-053,RRT,0.10305638667170594
sub-052,sub-075,RRT,0.18533083421035249
sub-052,sub-060,RRT,0.07349836260934965
sub-052,sub-103,RRT,0.08505479472171985
sub-052,sub-105,RRT,0.19377539253147238
sub-052,sub-064,RRT,0.19404042314303668
